img,check,assessor,time,date,img2
144_5_91,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_1_40,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_1_48,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_1_65,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_1_71,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_1_84,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_1_87,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_1_96,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_5_101,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_5_19,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_5_35,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_5_39,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_5_59,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_5_6,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_5_83,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_6_47,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_8_16,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_8_69,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
142_1_1,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
142_1_100,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
142_2_70,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
142_7_88,0,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
142_8_101,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
142_8_16,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
101_4_82,1,Matthias,2019-06-04 20:41:40,2019-06-03 08:59:53,-
101_8_45,1,Matthias,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_1_56,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_1_70,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_1_96,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_2_4,0,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_3_105,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_4_98,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_5_25,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_6_44,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_6_48,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_7_63,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_8_16,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_8_46,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
39_1_13,0,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
39_3_99,0,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
39_5_18,0,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
39_5_57,0,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
39_6_104,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
39_8_2,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
39_8_29,0,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
40_1_13,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
40_1_28,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
40_1_37,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
40_2_10,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
40_2_104,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
40_4_72,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
40_4_99,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
40_5_32,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
36_4_105,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
36_7_57,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
37_6_104,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
37_6_2,0,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
37_7_86,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_1_10,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_1_59,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_1_61,-2,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_1_96,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_2_90,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_3_4,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_3_40,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_4_105,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_4_36,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_4_82,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_5_7,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_6_29,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_6_54,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_6_83,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_7_103,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_7_60,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_7_84,-2,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_7_9,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_8_25,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
29_1_104,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
29_1_28,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
29_2_84,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
29_4_66,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
29_4_97,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
30_2_47,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
30_3_76,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
30_6_49,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
30_8_8,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
32_5_83,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
32_7_60,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
32_7_72,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
32_8_70,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
33_1_19,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
33_4_90,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
33_5_7,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
33_6_3,-2,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
33_8_61,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
27_1_14,0,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_1_28,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_1_65,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_2_24,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_3_40,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_3_5,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_3_90,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_4_68,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_5_49,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_6_55,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_6_86,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_7_6,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_8_104,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_8_20,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
24_1_45,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
24_2_1,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
24_2_18,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
24_6_55,0,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
24_7_52,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
24_7_69,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
25_2_7,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
25_2_86,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
25_4_82,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
25_6_55,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
25_7_33,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
25_7_52,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
25_7_72,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
21_8_101,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
21_8_96,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
21_8_Roquette,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
23_1_74,0,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
23_4_61,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
23_4_95,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
23_5_73,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
23_5_77,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
23_5_78,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
23_5_92,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
23_8_10,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
23_8_102,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
23_8_32,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
173_1_13,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
173_1_15,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
173_1_5,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
173_1_74,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
173_2_24,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
173_3_59,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
173_5_22,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
173_6_100,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
173_6_2,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
173_7_19,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
173_7_43,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
173_7_56,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
173_7_67,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
173_7_94,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
173_8_25,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
173_8_57,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
173_8_71,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
169_1_15,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
169_1_68,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
169_1_79,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
169_2_87,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
169_3_72,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
169_4_13,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
169_4_61,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
169_5_77,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
169_6_3,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
169_6_53,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
169_7_47,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
169_7_60,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
169_8_23,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
169_8_36,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
169_8_43,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
169_8_83,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
170_1_49,-2,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
170_1_68,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
170_1_90,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
170_1_93,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
170_3_24,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
170_3_40,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
170_4_97,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
170_4_Roquette,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
170_5_61,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
170_5_78,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
170_5_95,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
170_7_100,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
170_7_77,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
170_7_81,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
170_8_7,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
171_1_46,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
171_1_98,0,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
171_3_35,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
171_3_39,0,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
171_5_15,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
171_6_25,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
171_6_4,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_1_1,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_1_11,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_1_13,0,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_1_19,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_1_92,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_2_15,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_3_100,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_3_24,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_3_37,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_3_86,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_4_44,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_4_78,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_5_3,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_7_28,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_7_31,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_7_36,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_7_6,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_7_64,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_7_67,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_7_85,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_7_87,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_8_104,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_8_34,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_8_43,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
172_8_88,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_1_15,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_2_6,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_2_65,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_7_100,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_8_103,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_8_34,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_1_24,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_1_26,-3,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_1_50,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_1_68,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_1_84,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_1_96,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_2_53,0,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_2_65,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_3_21,-3,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_3_22,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_4_9,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_5_47,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_5_63,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_5_81,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_5_88,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_6_13,-2,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_7_94,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_8_19,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_8_34,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_8_46,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
165_8_66,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
166_1_1,0,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
166_1_53,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
166_4_71,0,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
166_4_82,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
166_5_20,0,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
166_5_81,0,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
166_7_44,0,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
166_7_60,0,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
167_3_102,0,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
167_5_55,0,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_2_47,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_3_102,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_3_23,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_3_43,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_3_57,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_5_27,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_5_29 ,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_6_24,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_6_6,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_6_65,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_6_9,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_7_50,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_7_81,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_7_91,0,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_7_94,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_8_18,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_8_2,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_8_5,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_8_55,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_8_77,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
168_8_95,1,Jean-François,2019-06-04 20:41:40,2019-06-03 08:59:53,-
01_7_95,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
1_2_78,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
1_2_13,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
#184_#5_#21,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
184_1_5,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
184_1_80,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
184_1_88,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
184_3_46,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
184_3_47,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
184_4_24,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
184_4_72,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
184_4_97,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
184_5_100,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
184_5_15,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
184_5_93,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
184_7_12,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
184_7_35,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
184_7_48,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
184_7_60,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
184_7_84,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
184_7_9,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
184_8_79,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
185_3_102,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
185_3_23,0,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
185_3_25,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
185_3_32,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
185_3_46,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
185_3_5,0,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
187_4_24,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
187_4_48,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
187_4_97,1,Guillaume,2019-06-04 20:41:40,2019-06-03 08:59:53,-
#164_#3_#21,0,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
#164_#5_#21,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_1_14,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_1_19,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_2_13,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_2_50,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_2_88,0,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_3_1,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_3_10,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_3_28,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_3_45,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_3_49,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_3_58,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_3_71,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_3_74,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_3_77,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_3_78,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_3_8,0,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_3_80,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_3_85,0,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_3_86,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_3_87,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_3_96,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_3_98,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_4_4,0,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_4_55,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_4_56,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_4_62,0,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_4_97,0,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_6_11,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_6_16,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_6_24,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_6_27,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
164_6_42,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
