img,check,assessor,time,date,img2
107_4_81,0,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
108_4_32,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
108_6_30,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
108_6_79,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
108_6_8,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
108_7_45,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
108_8_61,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
108_8_72,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
108_8_90,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
115_3_48,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
115_7_32,0,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
117_1_8,0,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
117_4_75,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
117_5_64,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
117_5_7,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
106_1_19,0,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
106_1_26,0,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
106_5_63,0,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
114_1_10,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
114_1_56,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
4_4_1,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
4_4_22,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
4_7_93,0,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
4_8_23,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
25_1_13,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
25_3_79,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
25_4_21,-2,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
25_4_38,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
25_4_80,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
25_4_92,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
25_7_3,0,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
25_7_55,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
25_7_97,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
25_7_98,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
25_8_101,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
24_2_35,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
24_2_59,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
24_2_64,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
24_3_86,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
24_4_83,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
24_6_33,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
24_6_41,0,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
24_8_22,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
24_8_47,0,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
24_8_48,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
24_8_56,0,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
24_8_61,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
40_1_2,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
40_4_82,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
40_7_25,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
40_7_87,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
40_7_98,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
23_5_38,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
23_5_71,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
23_7_33,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
23_8_81,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
22_1_50,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
22_3_15,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
22_5_30,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
22_6_22,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
22_7_98,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
22_8_103,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
22_8_64,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
21_2_24,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
2_1_21,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
2_1_73,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
2_2_77,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
2_6_8,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
2_8_56,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
19_03_43,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
19_2_1,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
19_3_10,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
19_4_51,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
19_6_103,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
19_6_56,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
19_6_65,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
19_7_37,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
19_8_101,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
161_4_25,-2,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
161_8_100,-2,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_1_1,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_1_19,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_1_26,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_1_33,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_1_70,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_2_22,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_2_27,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_2_55,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_2_65,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_2_77,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_3_102,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_3_83,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_4_41,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_4_48,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_4_81,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_5_21,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_7_67,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_7_97,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_8_43,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_8_5,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
161_1_6,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
161_1_67,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
161_1_68,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
161_2_57,0,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
161_4_21,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
161_4_80,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
161_5_92,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
161_5_94,0,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
161_5_98,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
161_6_65,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
161_8_45,-2,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_5_7,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_8_4,0,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
112_2_42,-2,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
112_4_104,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
112_7_54,-2,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
112_7_85,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
112_8_33,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
112_8_40,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
67_2_59,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
67_4_104,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
67_5_12,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
67_5_23,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
67_5_86,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
67_6_3,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
67_6_74,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
67_7_13,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
67_7_38,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
67_8_22,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
67_8_40,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
67_8_70,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
67_8_75,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
103_1_19,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
103_2_50,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
103_4_10,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
103_6_72,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
103_8_36,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
103_8_5,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
101_6_65,0,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
101_7_50,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
101_8_88,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
148_1_36,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
12_8_34,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
12_8_88,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
12_8_92,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
113_3_91,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
104_3_10,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
104_3_22,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
104_3_38,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
104_3_5,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
104_4_32,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
104_4_84,-2,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
104_6_81,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
104_7_98,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
110_1_26,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
110_2_58,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
110_3_14,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
110_4_10,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
110_4_104,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
110_4_94,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
110_5_30,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
110_5_93,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
110_7_13,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
110_7_8,0,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
110_8_71,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
105_8_71,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
102_1_33,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
102_1_56,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
102_3_31,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
102_3_50,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
102_4_18,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
102_4_77,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
102_5_54,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
102_6_6,0,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
102_6_8,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
102_7_98,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
102_8_102,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
87_5_5,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
95_4_82,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
95_5_15,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
95_5_18,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
95_5_21,0,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
95_5_31,0,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
95_5_90,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
95_6_19,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
95_7_24,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
95_7_61,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
95_8_100,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
95_8_104,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
95_8_72,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
89_2_31,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
89_2_60,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
89_2_99,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
89_8_103,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
89_8_11,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
89_8_47,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
89_8_53,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
89_8_56,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
89_8_60,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
89_8_61,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
89_8_69,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
89_8_76,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
89_8_82,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
89_8_97,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_2_16,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_2_37,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_2_55,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_2_95,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_2_97,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_3_83,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_4_104,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_4_7,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_5_93,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_6_105,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_6_11,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_6_73,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_6_76,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_6_86,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_6_91,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_7_1,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_7_25,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_7_90,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_8_4,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
93_8_82,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
92_1_35,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
92_5_95,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
92_6_8,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
94_2_23,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
94_3_15,-2,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
94_3_83,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
94_4_77,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
94_4_91,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
94_5_34,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
94_5_38,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
94_6_13,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
94_6_8,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
94_7_2,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
94_7_25,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
94_7_63,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
94_7_81,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
98_2_31,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
98_2_37,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
98_2_60,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
98_2_9,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
98_2_95,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
98_2_97,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
98_6_8,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
98_7_39,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
98_8_58,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
99_1_26,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
99_1_48,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
99_1_66,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
99_1_7,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
99_2_98,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
99_3_5,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
99_4_75,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
99_4_82,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
99_6_62,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
99_6_79,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
99_6_8,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
99_6_83,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
99_7_9,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
99_7_91,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
99_8_11,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
99_8_53,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
99_8_55,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
99_8_69,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
99_8_76,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
82_5_23,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
82_6_78,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
82_7_45,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
82_8_1,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
82_8_102,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
82_8_24,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
82_8_35,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
81_2_31,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
81_2_35,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
81_2_59,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
81_4_53,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
81_5_18,0,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
81_5_90,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
81_6_14,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
81_6_83,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
81_8_34,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
10_2_Roquette,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
10_3_15,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
10_3_48,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
10_4_105,0,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
10_5_92,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
10_8_69,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
111_3_22,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
111_4_33,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
111_5_29,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
111_5_86,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
111_5_94,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
111_8_19,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
111_8_29,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
111_8_52,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
111_8_81,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
109_1_8,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
109_3_15,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
109_5_38,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
109_5_79,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
109_6_23,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
109_6_39,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
109_6_62,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
109_7_34,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
109_8_10,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
109_8_100,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
109_8_24,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
109_8_36,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
109_8_40,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
109_8_41,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
109_8_45,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
109_8_61,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
109_8_71,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
109_8_76,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
109_8_81,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
17_3_103,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
17_4_5,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
17_6_45,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
17_6_6,-2,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
17_6_83,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
17_8_23,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
17_8_43,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
17_8_70,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
17_8_82,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_2_30,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_3_52,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_4_10,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_4_21,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_4_80,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_5_57,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_5_85,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_5_91,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_5_93,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_6_102,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_6_22,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_6_34,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_6_83,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_7_43,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
