img,zone_id,quete,groupe,check,week,question,points,difficulté,type,zone_name,longitude,latitude,date,Make,Aperture,Model,ApertureValue,label,inzone
161_1_1.JPG,1,161,1,-1,3,"Trouvez cette plante : Je suis le roi de ces forêts qu’on qualifie de « cathédrale » - Poussant à l’ombre, je parviens à dominer - Ambiance sombre donnée par mon couvert épais en été - Je récolte de nombreux litres d’eau via mon écorce lisse formant un fut magistral",2,moyen,végétal,Bois de Lauzelle,4.60254722222222,50.6730638888889,2019:05:08 15:29:18,Apple,2.2,iPhone SE,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>1</b>,2
161_1_26.JPG.jpg,1,161,26,1,3,"Trouvez cette plante : Je suis le roi de ces forêts qu’on qualifie de « cathédrale » - Poussant à l’ombre, je parviens à dominer - Ambiance sombre donnée par mon couvert épais en été - Je récolte de nombreux litres d’eau via mon écorce lisse formant un fut magistral",2,moyen,végétal,Bois de Lauzelle,4.60324192027778,50.674835205,2019:05:10 11:22:52,HUAWEI,1.8,SNE-LX1,1.79626474576787,<p>Cette quête à été trouvée par le groupe <b>26</b>,2
161_1_30.jpg,1,161,30,1,3,"Trouvez cette plante : Je suis le roi de ces forêts qu’on qualifie de « cathédrale » - Poussant à l’ombre, je parviens à dominer - Ambiance sombre donnée par mon couvert épais en été - Je récolte de nombreux litres d’eau via mon écorce lisse formant un fut magistral",2,moyen,végétal,Bois de Lauzelle,NA,NA,2019:04:26 11:04:34,HUAWEI,1.8,BKL-L09,1.79626474576787,<p>Cette quête à été trouvée par le groupe <b>30</b>,0
161_1_32.JPG,1,161,32,1,3,"Trouvez cette plante : Je suis le roi de ces forêts qu’on qualifie de « cathédrale » - Poussant à l’ombre, je parviens à dominer - Ambiance sombre donnée par mon couvert épais en été - Je récolte de nombreux litres d’eau via mon écorce lisse formant un fut magistral",2,moyen,végétal,Bois de Lauzelle,4.59585277777778,50.6716583333333,2019:04:30 16:32:00,Apple,1.8,iPhone 8,1.79999993941969,<p>Cette quête à été trouvée par le groupe <b>32</b>,1
161_1_35.jpg,1,161,35,1,3,"Trouvez cette plante : Je suis le roi de ces forêts qu’on qualifie de « cathédrale » - Poussant à l’ombre, je parviens à dominer - Ambiance sombre donnée par mon couvert épais en été - Je récolte de nombreux litres d’eau via mon écorce lisse formant un fut magistral",2,moyen,végétal,Bois de Lauzelle,NA,NA,2019:05:09 11:21:24,samsung,1.7,SM-A600FN,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>35</b>,0
161_1_42.jpg.jpg,1,161,42,0,3,"Trouvez cette plante : Je suis le roi de ces forêts qu’on qualifie de « cathédrale » - Poussant à l’ombre, je parviens à dominer - Ambiance sombre donnée par mon couvert épais en été - Je récolte de nombreux litres d’eau via mon écorce lisse formant un fut magistral",2,moyen,végétal,Bois de Lauzelle,NA,NA,2019:05:09 15:08:26,motorola,2,Moto G (5),2,<p>Cette quête à été trouvée par le groupe <b>42</b>,0
161_1_48.jpg,1,161,48,1,3,"Trouvez cette plante : Je suis le roi de ces forêts qu’on qualifie de « cathédrale » - Poussant à l’ombre, je parviens à dominer - Ambiance sombre donnée par mon couvert épais en été - Je récolte de nombreux litres d’eau via mon écorce lisse formant un fut magistral",2,moyen,végétal,Bois de Lauzelle,4.62666666666667,50.6733333333333,2019:05:09 11:21:36,samsung,1.9,SM-J600FN,1.89868424190104,<p>Cette quête à été trouvée par le groupe <b>48</b>,1
161_1_63.jpg,1,161,63,1,3,"Trouvez cette plante : Je suis le roi de ces forêts qu’on qualifie de « cathédrale » - Poussant à l’ombre, je parviens à dominer - Ambiance sombre donnée par mon couvert épais en été - Je récolte de nombreux litres d’eau via mon écorce lisse formant un fut magistral",2,moyen,végétal,Bois de Lauzelle,4.60444444444444,50.6736111111111,2019:04:25 16:30:55,samsung,1.7,SM-G930F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>63</b>,2
161_1_66.JPG,1,161,66,1,3,"Trouvez cette plante : Je suis le roi de ces forêts qu’on qualifie de « cathédrale » - Poussant à l’ombre, je parviens à dominer - Ambiance sombre donnée par mon couvert épais en été - Je récolte de nombreux litres d’eau via mon écorce lisse formant un fut magistral",2,moyen,végétal,Bois de Lauzelle,4.61260833333333,50.68015,2019:05:09 11:29:02,Apple,2.2,iPhone SE,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>66</b>,2
161_3_44.jpeg,3,161,44,-2,3,"Trouvez cette plante : Je suis le roi de ces forêts qu’on qualifie de « cathédrale » - Poussant à l’ombre, je parviens à dominer - Ambiance sombre donnée par mon couvert épais en été - Je récolte de nombreux litres d’eau via mon écorce lisse formant un fut magistral",2,moyen,végétal,Lac,NA,NA,2019:05:07 12:02:18,Apple,2.4,iPod touch,2.39999999944472,<p>Cette quête à été trouvée par le groupe <b>44</b>,0
161_5_15.jpg,5,161,15,1,3,"Trouvez cette plante : Je suis le roi de ces forêts qu’on qualifie de « cathédrale » - Poussant à l’ombre, je parviens à dominer - Ambiance sombre donnée par mon couvert épais en été - Je récolte de nombreux litres d’eau via mon écorce lisse formant un fut magistral",2,moyen,végétal,Bois des Rêves,4.58923611111111,50.6603861111111,2019:05:08 12:02:24,Apple,1.8,iPhone 7,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>15</b>,0
161_5_22.jpeg,5,161,22,1,3,"Trouvez cette plante : Je suis le roi de ces forêts qu’on qualifie de « cathédrale » - Poussant à l’ombre, je parviens à dominer - Ambiance sombre donnée par mon couvert épais en été - Je récolte de nombreux litres d’eau via mon écorce lisse formant un fut magistral",2,moyen,végétal,Bois des Rêves,4.59158055555556,50.662125,2019:05:07 14:32:13,Apple,2.2,iPhone 6s,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>22</b>,0
161_5_97.jpg,5,161,97,1,3,"Trouvez cette plante : Je suis le roi de ces forêts qu’on qualifie de « cathédrale » - Poussant à l’ombre, je parviens à dominer - Ambiance sombre donnée par mon couvert épais en été - Je récolte de nombreux litres d’eau via mon écorce lisse formant un fut magistral",2,moyen,végétal,Bois des Rêves,4.58888888888889,50.6597222222222,2019:05:08 15:03:29,samsung,1.9,SM-A310F,1.89868424190104,<p>Cette quête à été trouvée par le groupe <b>97</b>,0
161_7_29.jpg,7,161,29,0,3,"Trouvez cette plante : Je suis le roi de ces forêts qu’on qualifie de « cathédrale » - Poussant à l’ombre, je parviens à dominer - Ambiance sombre donnée par mon couvert épais en été - Je récolte de nombreux litres d’eau via mon écorce lisse formant un fut magistral",2,moyen,végétal,Vieusart,4.63399408333333,50.6683998055556,2019:05:10 21:23:16,samsung,1.9,SM-J510FN,1.89868424190104,<p>Cette quête à été trouvée par le groupe <b>29</b>,1
161_8_103.jpg,8,161,103,1,3,"Trouvez cette plante : Je suis le roi de ces forêts qu’on qualifie de « cathédrale » - Poussant à l’ombre, je parviens à dominer - Ambiance sombre donnée par mon couvert épais en été - Je récolte de nombreux litres d’eau via mon écorce lisse formant un fut magistral",2,moyen,végétal,Biéreau-Baraque,4.61833333333333,50.6655555555556,2019:05:09 15:12:14,samsung,1.7,SM-G955F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>103</b>,1
161_8_69.jpg,8,161,69,0,3,"Trouvez cette plante : Je suis le roi de ces forêts qu’on qualifie de « cathédrale » - Poussant à l’ombre, je parviens à dominer - Ambiance sombre donnée par mon couvert épais en été - Je récolte de nombreux litres d’eau via mon écorce lisse formant un fut magistral",2,moyen,végétal,Biéreau-Baraque,4.61877250666667,50.6656188963889,2019:05:10 10:18:17,HUAWEI,2.2,RNE-L21,2.1961856275741,<p>Cette quête à été trouvée par le groupe <b>69</b>,1
161_8_95.JPG,8,161,95,0,3,"Trouvez cette plante : Je suis le roi de ces forêts qu’on qualifie de « cathédrale » - Poussant à l’ombre, je parviens à dominer - Ambiance sombre donnée par mon couvert épais en été - Je récolte de nombreux litres d’eau via mon écorce lisse formant un fut magistral",2,moyen,végétal,Biéreau-Baraque,4.61677777777778,50.6638805555556,2019:05:07 12:30:40,Apple,2.2,iPhone 5s,2.2000000590909,<p>Cette quête à été trouvée par le groupe <b>95</b>,2
162_1_19.jpg,1,162,19,1,3,"Trouvez cette plante : Je suis un des préférés des forestiers - Mon bois est d'excellente qualité, disent-ils - A la fructification, mes feuilles sessiles - Cachent mes glands pédonculés",3,difficile,végétal,Bois de Lauzelle,NA,NA,2019:05:10 11:31:36,SAMSUNG,2.2,SM-G361F,2.19998997250529,<p>Cette quête à été trouvée par le groupe <b>19</b>,0
162_1_78.jpg,1,162,78,-2,3,"Trouvez cette plante : Je suis un des préférés des forestiers - Mon bois est d'excellente qualité, disent-ils - A la fructification, mes feuilles sessiles - Cachent mes glands pédonculés",3,difficile,végétal,Bois de Lauzelle,4.59861111111111,50.6772222222222,2019:05:08 18:08:45,samsung,1.7,SM-J530F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>78</b>,2
162_3_6.jpg,3,162,6,-1,3,"Trouvez cette plante : Je suis un des préférés des forestiers - Mon bois est d'excellente qualité, disent-ils - A la fructification, mes feuilles sessiles - Cachent mes glands pédonculés",3,difficile,végétal,Lac,4.60916666666667,50.6625,2019:05:06 14:32:37,samsung,2.4,SM-G960F,2.39495740923786,<p>Cette quête à été trouvée par le groupe <b>6</b>,2
162_3_90.jpg,3,162,90,1,3,"Trouvez cette plante : Je suis un des préférés des forestiers - Mon bois est d'excellente qualité, disent-ils - A la fructification, mes feuilles sessiles - Cachent mes glands pédonculés",3,difficile,végétal,Lac,NA,NA,2019:05:02 11:58:56,Apple,1.8,iPhone XR,1.79999993941969,<p>Cette quête à été trouvée par le groupe <b>90</b>,0
162_5_9.jpg,5,162,9,1,3,"Trouvez cette plante : Je suis un des préférés des forestiers - Mon bois est d'excellente qualité, disent-ils - A la fructification, mes feuilles sessiles - Cachent mes glands pédonculés",3,difficile,végétal,Bois des Rêves,4.58648194444444,50.6596538888889,2019:05:06 17:04:12,Nokia,2.4,Lumia 520,2.39999932487398,<p>Cette quête à été trouvée par le groupe <b>9</b>,0
162_6_3.jpg,6,162,3,-1,3,"Trouvez cette plante : Je suis un des préférés des forestiers - Mon bois est d'excellente qualité, disent-ils - A la fructification, mes feuilles sessiles - Cachent mes glands pédonculés",3,difficile,végétal,Lauzelle-Centre,4.61531925194444,50.6753005980556,2019:05:06 13:27:12,HUAWEI,2.2,PRA-LX1,2.1961856275741,<p>Cette quête à été trouvée par le groupe <b>3</b>,2
162_6_67.jpg,6,162,67,1,3,"Trouvez cette plante : Je suis un des préférés des forestiers - Mon bois est d'excellente qualité, disent-ils - A la fructification, mes feuilles sessiles - Cachent mes glands pédonculés",3,difficile,végétal,Lauzelle-Centre,4.61472222222222,50.6705555555556,2019:05:01 16:52:10,samsung,1.9,SM-A320FL,1.89868424190104,<p>Cette quête à été trouvée par le groupe <b>67</b>,2
162_7_53.jpg,7,162,53,1,3,"Trouvez cette plante : Je suis un des préférés des forestiers - Mon bois est d'excellente qualité, disent-ils - A la fructification, mes feuilles sessiles - Cachent mes glands pédonculés",3,difficile,végétal,Vieusart,NA,NA,2019:05:05 18:05:27,HUAWEI,2,HUAWEI VNS-L31,2,<p>Cette quête à été trouvée par le groupe <b>53</b>,0
162_7_98.jpg,7,162,98,1,3,"Trouvez cette plante : Je suis un des préférés des forestiers - Mon bois est d'excellente qualité, disent-ils - A la fructification, mes feuilles sessiles - Cachent mes glands pédonculés",3,difficile,végétal,Vieusart,4.63310718527778,50.6721038816667,2019:05:05 17:41:36,HUAWEI,2.2,FIG-LX1,2.1961856275741,<p>Cette quête à été trouvée par le groupe <b>98</b>,1
162_8_102.JPG,8,162,102,1,3,"Trouvez cette plante : Je suis un des préférés des forestiers - Mon bois est d'excellente qualité, disent-ils - A la fructification, mes feuilles sessiles - Cachent mes glands pédonculés",3,difficile,végétal,Biéreau-Baraque,4.61776111111111,50.6653722222222,2019:05:10 10:15:51,Apple,2.2,iPhone 6,2.2000000590909,<p>Cette quête à été trouvée par le groupe <b>102</b>,2
162_8_69.jpg,8,162,69,1,3,"Trouvez cette plante : Je suis un des préférés des forestiers - Mon bois est d'excellente qualité, disent-ils - A la fructification, mes feuilles sessiles - Cachent mes glands pédonculés",3,difficile,végétal,Biéreau-Baraque,4.61781597111111,50.6653289794444,2019:05:10 10:15:34,HUAWEI,2.2,RNE-L21,2.1961856275741,<p>Cette quête à été trouvée par le groupe <b>69</b>,2
163_1_101.jpg,1,163,101,1,3,"Trouvez cette plante : Des branches tortueuses dessinent mon houppier - Mon écorce est crevassée, mais ne vous méprenez pas - À me confondre, mes feuilles ne sont pas - Pétiolées et mes glands sont pédonculés",3,difficile,végétal,Bois de Lauzelle,4.61777138888889,50.6742410833333,2019:04:24 10:06:15,LG Electronics,2.2,LG-M700,2.1961856275741,<p>Cette quête à été trouvée par le groupe <b>101</b>,2
163_2_Roquette.JPG,2,163,Roquette,1,3,"Trouvez cette plante : Des branches tortueuses dessinent mon houppier - Mon écorce est crevassée, mais ne vous méprenez pas - À me confondre, mes feuilles ne sont pas - Pétiolées et mes glands sont pédonculés",3,difficile,végétal,Hocaille,4.60901808333333,50.6661392777778,2019:05:07 19:29:03,Sony,2,E2303,2,<p>Cette quête à été trouvée par le groupe <b>Roquette</b>,2
163_3_37.JPG,3,163,37,1,3,"Trouvez cette plante : Des branches tortueuses dessinent mon houppier - Mon écorce est crevassée, mais ne vous méprenez pas - À me confondre, mes feuilles ne sont pas - Pétiolées et mes glands sont pédonculés",3,difficile,végétal,Lac,4.60361111111111,50.6641361111111,2019:05:06 11:16:53,Apple,2.2,iPhone 6s,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>37</b>,2
163_5_41.jpg,5,163,41,1,3,"Trouvez cette plante : Des branches tortueuses dessinent mon houppier - Mon écorce est crevassée, mais ne vous méprenez pas - À me confondre, mes feuilles ne sont pas - Pétiolées et mes glands sont pédonculés",3,difficile,végétal,Bois des Rêves,4.58124722222222,50.6600444444444,2019:05:09 11:56:35,Apple,1.8,iPhone 8,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>41</b>,1
163_7_98.jpg,7,163,98,1,3,"Trouvez cette plante : Des branches tortueuses dessinent mon houppier - Mon écorce est crevassée, mais ne vous méprenez pas - À me confondre, mes feuilles ne sont pas - Pétiolées et mes glands sont pédonculés",3,difficile,végétal,Vieusart,4.63310718527778,50.6721038816667,2019:05:05 17:41:39,HUAWEI,2.2,FIG-LX1,2.1961856275741,<p>Cette quête à été trouvée par le groupe <b>98</b>,1
163_8_103.jpg,8,163,103,0,3,"Trouvez cette plante : Des branches tortueuses dessinent mon houppier - Mon écorce est crevassée, mais ne vous méprenez pas - À me confondre, mes feuilles ne sont pas - Pétiolées et mes glands sont pédonculés",3,difficile,végétal,Biéreau-Baraque,4.61833333333333,50.665,2019:05:09 15:20:29,samsung,1.7,SM-G955F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>103</b>,1
164_1_15.jpg,1,164,15,1,3,Trouvez un diptère,1,facile,animal,Bois de Lauzelle,4.60793333333333,50.6751027777778,2019:04:24 15:58:19,Apple,1.8,iPhone X,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>15</b>,2
164_2_6.jpg,2,164,6,-1,3,Trouvez un diptère,1,facile,animal,Hocaille,4.60638888888889,50.67,2019:05:01 13:57:18,samsung,2.4,SM-G960F,2.39495740923786,<p>Cette quête à été trouvée par le groupe <b>6</b>,2
164_8_103.jpg,8,164,103,1,3,Trouvez un diptère,1,facile,animal,Biéreau-Baraque,4.61865041666667,50.6651344166667,2019:05:09 15:15:33,HUAWEI,2,MYA-L41,NA,<p>Cette quête à été trouvée par le groupe <b>103</b>,1
165_1_24.jpg,1,165,24,1,3,Trouvez un diptère Muscidae,1,facile,animal,Bois de Lauzelle,4.60138888888889,50.6744444444444,2019:04:24 15:55:43,samsung,1.7,SM-G935F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>24</b>,2
165_1_26.JPG.jpg,1,165,26,-3,3,Trouvez un diptère Muscidae,1,facile,animal,Bois de Lauzelle,4.60442447638889,50.6723670958333,2019:04:26 10:56:53,HUAWEI,1.8,SNE-LX1,1.79626474576787,<p>Cette quête à été trouvée par le groupe <b>26</b>,2
165_1_50.jpg,1,165,50,1,3,Trouvez un diptère Muscidae,1,facile,animal,Bois de Lauzelle,4.60457277277778,50.6770591733333,2019:04:28 16:31:56,HUAWEI,1.6,BLA-L29,1.5965967727133,<p>Cette quête à été trouvée par le groupe <b>50</b>,2
165_1_68.jpg,1,165,68,1,3,Trouvez un diptère Muscidae,1,facile,animal,Bois de Lauzelle,4.60166666666667,50.6722222222222,2019:05:10 12:42:04,samsung,1.7,SM-G935F,NA,<p>Cette quête à été trouvée par le groupe <b>68</b>,2
165_1_84.JPG,1,165,84,1,3,Trouvez un diptère Muscidae,1,facile,animal,Bois de Lauzelle,4.60688333333333,50.6767166666667,2019:04:30 18:32:11,Apple,2.2,iPhone 6,2.2000000590909,<p>Cette quête à été trouvée par le groupe <b>84</b>,2
165_1_96.jpeg,1,165,96,1,3,Trouvez un diptère Muscidae,1,facile,animal,Bois de Lauzelle,NA,NA,NA,NA,NA,NA,NA,<p>Cette quête à été trouvée par le groupe <b>96</b>,0
165_2_53.jpg,2,165,53,0,3,Trouvez un diptère Muscidae,1,facile,animal,Hocaille,4.609324455,50.6713371275,2019:05:01 19:46:44,HUAWEI,2,HUAWEI VNS-L31,2,<p>Cette quête à été trouvée par le groupe <b>53</b>,2
165_2_65.JPG,2,165,65,1,3,Trouvez un diptère Muscidae,1,facile,animal,Hocaille,4.61027222222222,50.6708055555556,2019:05:07 16:27:03,Apple,2.2,iPhone 6,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>65</b>,2
165_3_21.jpg[1].jpg,3,165,21,-1,3,Trouvez un diptère Muscidae,1,facile,animal,Lac,NA,NA,2019:04:26 12:49:51,HUAWEI,2,HUAWEI VNS-L31,2,<p>Cette quête à été trouvée par le groupe <b>21</b>,0
165_3_22.jpeg,3,165,22,1,3,Trouvez un diptère Muscidae,1,facile,animal,Lac,4.60783888888889,50.6681055555556,2019:05:07 13:45:17,Apple,2.2,iPhone 6s,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>22</b>,2
165_4_9.JPG,4,165,9,1,3,Trouvez un diptère Muscidae,1,facile,animal,Bruyères,4.61023888888889,50.6648416666667,2019:05:07 17:14:16,Apple,2.2,iPhone 6,2.2000000590909,<p>Cette quête à été trouvée par le groupe <b>9</b>,2
165_5_47.JPG,5,165,47,1,3,Trouvez un diptère Muscidae,1,facile,animal,Bois des Rêves,4.59041111111111,50.660325,2019:05:09 12:04:38,Apple,2.2,iPhone 6s,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>47</b>,0
165_5_63.jpg,5,165,63,1,3,Trouvez un diptère Muscidae,1,facile,animal,Bois des Rêves,4.58,50.6594444444444,2019:05:08 14:12:03,samsung,1.7,SM-G930F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>63</b>,0
165_5_81.jpg,5,165,81,1,3,Trouvez un diptère Muscidae,1,facile,animal,Bois des Rêves,4.57984444444444,50.659625,2019:05:08 14:12:26,samsung,1.7,SM-G930F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>81</b>,1
165_5_88.JPG,5,165,88,1,3,Trouvez un diptère Muscidae,1,facile,animal,Bois des Rêves,4.59208055555556,50.6630055555556,2019:05:01 16:25:55,Apple,2.2,iPhone 6s,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>88</b>,0
165_6_13.jpeg,6,165,13,-2,3,Trouvez un diptère Muscidae,1,facile,animal,Lauzelle-Centre,4.61478055555556,50.6719861111111,2019:05:08 16:36:18,Apple,2.2,iPhone 6s,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>13</b>,2
165_7_94.jpg,7,165,94,1,3,Trouvez un diptère Muscidae,1,facile,animal,Vieusart,NA,NA,2019:04:26 14:42:05,CUBOT,2.8,CUBOT_POWER,NA,<p>Cette quête à été trouvée par le groupe <b>94</b>,0
165_8_19.JPG,8,165,19,1,3,Trouvez un diptère Muscidae,1,facile,animal,Biéreau-Baraque,4.61758055555556,50.6671444444444,2019:05:10 07:46:40,Apple,2.4,iPod touch,2.40000000027649,<p>Cette quête à été trouvée par le groupe <b>19</b>,2
165_8_34.jpg,8,165,34,1,3,Trouvez un diptère Muscidae,1,facile,animal,Biéreau-Baraque,4.6225,50.6713888888889,2019:05:07 10:55:31,samsung,1.7,SM-G930F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>34</b>,1
165_8_46.jpg,8,165,46,1,3,Trouvez un diptère Muscidae,1,facile,animal,Biéreau-Baraque,NA,NA,NA,NA,NA,NA,NA,<p>Cette quête à été trouvée par le groupe <b>46</b>,0
165_8_66.JPG,8,165,66,1,3,Trouvez un diptère Muscidae,1,facile,animal,Biéreau-Baraque,4.61792222222222,50.6652055555556,2019:04:30 17:36:18,Apple,2.2,iPhone SE,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>66</b>,2
166_1_1.JPG,1,166,1,0,3,Trouvez un diptère hématophage,1,facile,animal,Bois de Lauzelle,4.60412777777778,50.672325,2019:05:08 15:22:45,Apple,2.2,iPhone SE,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>1</b>,2
166_1_53.jpg,1,166,53,1,3,Trouvez un diptère hématophage,1,facile,animal,Bois de Lauzelle,4.60075508333333,50.6732023888889,2019:05:02 11:39:25,Xiaomi,1.9,Redmi Note 5,1.89868424190104,<p>Cette quête à été trouvée par le groupe <b>53</b>,2
166_4_71.jpg,4,166,71,0,3,Trouvez un diptère hématophage,1,facile,animal,Bruyères,4.60506666666667,50.664475,2019:05:10 21:38:08,bq,2,Aquaris X,2,<p>Cette quête à été trouvée par le groupe <b>71</b>,2
166_4_82.jpg,4,166,82,1,3,Trouvez un diptère hématophage,1,facile,animal,Bruyères,4.61382108333333,50.6629071944444,2019:05:10 19:03:19,samsung,1.7,SM-N950U,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>82</b>,2
166_5_20.jpg,5,166,20,0,3,Trouvez un diptère hématophage,1,facile,animal,Bois des Rêves,4.5825,50.6580555555556,2019:05:08 15:52:07,samsung,1.7,SM-G930F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>20</b>,0
166_5_81.jpg,5,166,81,0,3,Trouvez un diptère hématophage,1,facile,animal,Bois des Rêves,4.5825,50.6580555555556,2019:05:08 15:52:03,samsung,1.7,SM-G930F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>81</b>,0
166_7_44.jpeg,7,166,44,0,3,Trouvez un diptère hématophage,1,facile,animal,Vieusart,NA,NA,2019:05:02 12:08:31,Apple,1.8,iPhone 7,1.79999993941969,<p>Cette quête à été trouvée par le groupe <b>44</b>,0
166_7_60.jpg,7,166,60,0,3,Trouvez un diptère hématophage,1,facile,animal,Vieusart,4.63949230555556,50.6748482222222,2019:05:01 13:57:36,Xiaomi,2.2,Redmi 4A,2.1961856275741,<p>Cette quête à été trouvée par le groupe <b>60</b>,1
167_3_102.JPG,3,167,102,0,3,Trouvez un insecte Siphonaptère,3,difficile,animal,Lac,4.60287222222222,50.6660527777778,2019:04:24 14:24:17,Apple,2.2,iPhone 6,2.2000000590909,<p>Cette quête à été trouvée par le groupe <b>102</b>,2
167_5_55.jpg,5,167,55,0,3,Trouvez un insecte Siphonaptère,3,difficile,animal,Bois des Rêves,4.59583333333333,50.6548222222222,2019:05:09 16:25:54,Apple,1.8,iPhone XR,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>55</b>,0
168_2_47.JPG,2,168,47,1,3,Trouvez un insecte aposématique,1,facile,animal,Hocaille,4.60266111111111,50.6680111111111,2019:05:09 12:40:08,Apple,2.2,iPhone 6s,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>47</b>,2
168_3_102.JPG,3,168,102,1,3,Trouvez un insecte aposématique,1,facile,animal,Lac,4.60615833333333,50.6677472222222,2019:04:24 10:13:07,Apple,2.2,iPhone SE,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>102</b>,2
168_3_23.jpg,3,168,23,1,3,Trouvez un insecte aposématique,1,facile,animal,Lac,4.60576111111111,50.6672583333333,2019:04:24 15:33:31,Apple,2.2,iPhone SE,2.2000000590909,<p>Cette quête à été trouvée par le groupe <b>23</b>,2
168_3_43.jpg,3,168,43,1,3,Trouvez un insecte aposématique,1,facile,animal,Lac,4.60473155972222,50.6669540402778,2019:04:25 11:16:36,HUAWEI,2.2,WAS-LX1A,2.1961856275741,<p>Cette quête à été trouvée par le groupe <b>43</b>,2
168_3_57.JPG,3,168,57,1,3,Trouvez un insecte aposématique,1,facile,animal,Lac,4.60444722222222,50.6646277777778,2019:05:02 14:22:31,Apple,2.2,iPhone SE,2.2000000590909,<p>Cette quête à été trouvée par le groupe <b>57</b>,2
168_5_27.jpg,5,168,27,1,3,Trouvez un insecte aposématique,1,facile,animal,Bois des Rêves,4.59468888888889,50.6636861111111,2019:04:30 17:07:55,Apple,1.8,iPhone 8,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>27</b>,0
168_5_29 .jpg,5,168,29,1,3,Trouvez un insecte aposématique,1,facile,animal,Bois des Rêves,4.59413055555556,50.6641222222222,2019:04:30 17:07:49,Apple,1.8,iPhone 8,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>29 </b>,1
168_6_24.jpg,6,168,24,1,3,Trouvez un insecte aposématique,1,facile,animal,Lauzelle-Centre,4.61611111111111,50.6755555555556,2019:05:01 17:30:23,samsung,1.7,SM-G935F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>24</b>,2
168_6_6.jpg,6,168,6,-1,3,Trouvez un insecte aposématique,1,facile,animal,Lauzelle-Centre,4.61166666666667,50.6730555555556,2019:04:24 15:13:00,samsung,2.4,SM-G960F,2.39495740923786,<p>Cette quête à été trouvée par le groupe <b>6</b>,2
168_6_65.JPG,6,168,65,1,3,Trouvez un insecte aposématique,1,facile,animal,Lauzelle-Centre,4.61024722222222,50.6708055555556,2019:05:07 16:31:02,Apple,2.2,iPhone 6,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>65</b>,2
168_6_9.JPG,6,168,9,1,3,Trouvez un insecte aposématique,1,facile,animal,Lauzelle-Centre,4.62692777777778,50.6770861111111,2019:05:02 11:26:09,Apple,2.2,iPhone 6,2.2000000590909,<p>Cette quête à été trouvée par le groupe <b>9</b>,0
168_7_50.jpg,7,168,50,1,3,Trouvez un insecte aposématique,1,facile,animal,Vieusart,4.64123487472222,50.6742820738889,2019:05:01 14:12:12,HUAWEI,1.8,SNE-LX1,1.79626474576787,<p>Cette quête à été trouvée par le groupe <b>50</b>,1
168_7_81.jpg,7,168,81,1,3,Trouvez un insecte aposématique,1,facile,animal,Vieusart,4.64160555555556,50.6741527777778,2019:05:01 14:11:39,samsung,1.7,SM-G930F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>81</b>,1
168_7_91.jpg,7,168,91,0,3,Trouvez un insecte aposématique,1,facile,animal,Vieusart,4.63666666666667,50.675,2019:05:08 16:35:23,samsung,1.7,SM-G930F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>91</b>,1
168_7_94.jpg,7,168,94,1,3,Trouvez un insecte aposématique,1,facile,animal,Vieusart,4.64173411111111,50.6742858888889,2019:04:26 14:33:39,CUBOT,2.8,CUBOT_POWER,NA,<p>Cette quête à été trouvée par le groupe <b>94</b>,1
