img,zone_id,quete,groupe,check,week,question,points,difficulté,type,zone_name,longitude,latitude,date,Make,Aperture,Model,ApertureValue,label,inzone
140_8_42.jpg,8,140,42,1,2,Trouvez un lichen,1,facile,végétal,Biéreau-Baraque,4.60777777777778,50.6663888888889,2019:05:03 10:34:50,samsung,1.9,SM-A320FL,1.89868424190104,<p>Cette quête à été trouvée par le groupe <b>42</b>,2
140_8_53.jpg,8,140,53,1,2,Trouvez un lichen,1,facile,végétal,Biéreau-Baraque,4.61621119444444,50.6679004166667,2019:04:25 16:17:29,Xiaomi,1.9,Redmi Note 5,1.89868424190104,<p>Cette quête à été trouvée par le groupe <b>53</b>,2
141_1_83.jpeg,1,141,83,1,2,Trouvez une monocotylédone,1,facile,végétal,Bois de Lauzelle,4.61195,50.6765972222222,2019:05:03 19:23:08,Apple,2.8,iPhone 4,2.79999992203711,<p>Cette quête à été trouvée par le groupe <b>83</b>,2
141_1_92.jpg,1,141,92,1,2,Trouvez une monocotylédone,1,facile,végétal,Bois de Lauzelle,4.60138888888889,50.675,2019:05:03 12:38:40,samsung,1.7,SM-G950F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>92</b>,2
141_2_100.jpg,2,141,100,1,2,Trouvez une monocotylédone,1,facile,végétal,Hocaille,4.60583333333333,50.6686111111111,2019:05:02 13:20:48,samsung,1.9,SM-A510F,1.89868424190104,<p>Cette quête à été trouvée par le groupe <b>100</b>,2
141_2_7.jpeg,2,141,7,1,2,Trouvez une monocotylédone,1,facile,végétal,Hocaille,4.60331666666667,50.6699194444444,2019:05:02 13:08:01,Apple,2.2,iPhone 6,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>7</b>,2
141_2_79.JPG,2,141,79,1,2,Trouvez une monocotylédone,1,facile,végétal,Hocaille,4.60589444444444,50.6687277777778,2019:05:02 13:22:36,Apple,1.8,iPhone 7,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>79</b>,2
141_5_5.jpg,5,141,5,1,2,Trouvez une monocotylédone,1,facile,végétal,Bois des Rêves,4.59749652777778,50.6644096111111,2019:05:01 10:23:07,motorola,2.2,Moto C Plus,NA,<p>Cette quête à été trouvée par le groupe <b>5</b>,1
141_5_65.jpg,5,141,65,1,2,Trouvez une monocotylédone,1,facile,végétal,Bois des Rêves,NA,NA,NA,NA,NA,NA,NA,<p>Cette quête à été trouvée par le groupe <b>65</b>,0
141_6_104.JPG,6,141,104,1,2,Trouvez une monocotylédone,1,facile,végétal,Lauzelle-Centre,4.615525,50.6738694444444,2019:05:03 15:23:50,Apple,1.8,iPhone 8 Plus,1.79999993941969,<p>Cette quête à été trouvée par le groupe <b>104</b>,2
141_6_67.jpg,6,141,67,1,2,Trouvez une monocotylédone,1,facile,végétal,Lauzelle-Centre,4.61472222222222,50.6727777777778,2019:05:01 17:10:49,samsung,1.9,SM-A320FL,1.89868424190104,<p>Cette quête à été trouvée par le groupe <b>67</b>,2
141_7_21.JPG,7,141,21,1,2,Trouvez une monocotylédone,1,facile,végétal,Vieusart,4.64854166666667,50.6857333333333,2019:05:02 11:44:51,Apple,1.8,iPhone 8 Plus,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>21</b>,0
141_7_23.jpg,7,141,23,1,2,Trouvez une monocotylédone,1,facile,végétal,Vieusart,4.64855833333333,50.6857611111111,2019:05:02 11:45:04,Apple,2.2,iPhone SE,2.2000000590909,<p>Cette quête à été trouvée par le groupe <b>23</b>,0
141_7_50.jpg,7,141,50,1,2,Trouvez une monocotylédone,1,facile,végétal,Vieusart,4.64744758583333,50.6737289427778,2019:05:01 14:47:22,HUAWEI,1.8,SNE-LX1,1.79626474576787,<p>Cette quête à été trouvée par le groupe <b>50</b>,0
141_7_60.jpg,7,141,60,1,2,Trouvez une monocotylédone,1,facile,végétal,Vieusart,4.64920177777778,50.6730068333333,2019:05:01 14:48:48,Xiaomi,2.2,Redmi 4A,2.1961856275741,<p>Cette quête à été trouvée par le groupe <b>60</b>,0
141_7_81.jpg,7,141,81,1,2,Trouvez une monocotylédone,1,facile,végétal,Vieusart,4.64884722222222,50.6729444444444,2019:05:01 14:48:52,samsung,1.7,SM-G930F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>81</b>,0
141_8_36.jpg,8,141,36,1,2,Trouvez une monocotylédone,1,facile,végétal,Biéreau-Baraque,4.61961111111111,50.6662555555556,2019:04:25 16:16:06,Apple,2.2,iPhone 6s,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>36</b>,1
141_8_41.jpg,8,141,41,1,2,Trouvez une monocotylédone,1,facile,végétal,Biéreau-Baraque,4.61704,50.667912,2019:04:24 14:39:32,OnePlus,1.7,ONEPLUS A6000,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>41</b>,2
141_8_78.jpeg,8,141,78,1,2,Trouvez une monocotylédone,1,facile,végétal,Biéreau-Baraque,NA,NA,2019:05:02 13:37:05,Apple,2.2,iPhone SE,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>78</b>,0
142_1_13.jpeg,1,142,13,1,2,Trouvez une dicotylédone,1,facile,végétal,Bois de Lauzelle,4.60141111111111,50.6745833333333,2019:04:28 16:56:50,Apple,2.2,iPhone 6s,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>13</b>,2
142_3_41.jpg,3,142,41,1,2,Trouvez une dicotylédone,1,facile,végétal,Lac,4.602652,50.665827,2019:04:25 11:36:47,OnePlus,1.7,ONEPLUS A6000,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>41</b>,2
142_4_44.jpeg,4,142,44,1,2,Trouvez une dicotylédone,1,facile,végétal,Bruyères,NA,NA,2019:05:03 12:18:50,samsung,1.7,SM-G950F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>44</b>,0
142_6_104.JPG,6,142,104,1,2,Trouvez une dicotylédone,1,facile,végétal,Lauzelle-Centre,4.61460833333333,50.6720888888889,2019:05:03 15:12:11,Apple,1.8,iPhone 7 Plus,1.79999993941969,<p>Cette quête à été trouvée par le groupe <b>104</b>,2
142_6_83.jpg,6,142,83,1,2,Trouvez une dicotylédone,1,facile,végétal,Lauzelle-Centre,NA,NA,2019:04:26 13:37:56,Apple,1.8,iPhone 8,1.79999993941969,<p>Cette quête à été trouvée par le groupe <b>83</b>,0
142_7_50.jpg,7,142,50,1,2,Trouvez une dicotylédone,1,facile,végétal,Vieusart,4.64889526361111,50.6730613708333,2019:05:01 14:49:01,HUAWEI,1.8,SNE-LX1,1.79626474576787,<p>Cette quête à été trouvée par le groupe <b>50</b>,0
142_7_60.jpg,7,142,60,1,2,Trouvez une dicotylédone,1,facile,végétal,Vieusart,4.64418794444444,50.6734749166667,2019:05:01 14:24:24,Xiaomi,2.2,Redmi 4A,2.1961856275741,<p>Cette quête à été trouvée par le groupe <b>60</b>,0
142_7_77.jpeg,7,142,77,1,2,Trouvez une dicotylédone,1,facile,végétal,Vieusart,4.646175,50.6739583333333,2019:04:29 13:45:35,Apple,2.2,iPhone SE,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>77</b>,0
142_7_81.jpg,7,142,81,1,2,Trouvez une dicotylédone,1,facile,végétal,Vieusart,4.64805555555556,50.6733333333333,2019:05:01 14:48:06,samsung,1.7,SM-G930F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>81</b>,0
143_1_4.jpg,1,143,4,1,2,Trouvez une galle,1,facile,végétal,Bois de Lauzelle,NA,NA,NA,NA,NA,NA,NA,<p>Cette quête à été trouvée par le groupe <b>4</b>,0
143_1_56.jpg,1,143,56,1,2,Trouvez une galle,1,facile,végétal,Bois de Lauzelle,4.61169563888889,50.6729435555556,2019:05:01 18:12:25,Xiaomi,1.9,Redmi Note 5,1.89868424190104,<p>Cette quête à été trouvée par le groupe <b>56</b>,2
143_1_57.JPG,1,143,57,4,2,Trouvez une galle,1,facile,végétal,Bois de Lauzelle,4.60301388888889,50.6732527777778,2019:04:30 13:22:34,Apple,1.8,iPhone 8,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>57</b>,2
143_1_62.jpg,1,143,62,1,2,Trouvez une galle,1,facile,végétal,Bois de Lauzelle,4.59527777777778,50.6752777777778,2019:05:03 14:53:07,samsung,1.9,SM-G570F,1.89868424190104,<p>Cette quête à été trouvée par le groupe <b>62</b>,1
143_1_66.JPG,1,143,66,1,2,Trouvez une galle,1,facile,végétal,Bois de Lauzelle,4.60514444444444,50.6729583333333,2019:04:30 16:22:07,Apple,2.2,iPhone SE,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>66</b>,2
143_1_89.JPG,1,143,89,1,2,Trouvez une galle,1,facile,végétal,Bois de Lauzelle,4.60506388888889,50.672925,2019:04:30 16:22:47,Apple,2.2,iPhone 6,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>89</b>,2
143_2_53.jpg,2,143,53,1,2,Trouvez une galle,1,facile,végétal,Hocaille,4.60477461111111,50.6713806388889,2019:05:02 10:56:15,Xiaomi,1.9,Redmi Note 5,1.89868424190104,<p>Cette quête à été trouvée par le groupe <b>53</b>,2
143_3_13.jpeg,3,143,13,1,2,Trouvez une galle,1,facile,végétal,Lac,NA,NA,2019:05:01 16:14:20,Apple,2.4,iPod touch,2.39999999944472,<p>Cette quête à été trouvée par le groupe <b>13</b>,0
143_5_88.JPG,5,143,88,1,2,Trouvez une galle,1,facile,végétal,Bois des Rêves,4.59970555555556,50.66475,2019:04:30 18:03:12,Apple,2.2,iPhone 6s,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>88</b>,1
143_6_52.jpg,6,143,52,1,2,Trouvez une galle,1,facile,végétal,Lauzelle-Centre,4.61388888888889,50.6725,2019:05:03 08:09:29,samsung,1.9,SM-A320FL,1.89868424190104,<p>Cette quête à été trouvée par le groupe <b>52</b>,2
143_6_64.jpg,6,143,64,1,2,Trouvez une galle,1,facile,végétal,Lauzelle-Centre,4.61359977694444,50.6707725522222,2019:05:03 09:19:11,HUAWEI,1.8,SNE-LX1,1.79626474576787,<p>Cette quête à été trouvée par le groupe <b>64</b>,2
143_7_21.JPG,7,143,21,1,2,Trouvez une galle,1,facile,végétal,Vieusart,4.64795,50.683975,2019:05:02 11:32:02,Apple,1.8,iPhone 8 Plus,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>21</b>,0
143_7_23.jpg,7,143,23,1,2,Trouvez une galle,1,facile,végétal,Vieusart,4.64783333333333,50.6841277777778,2019:05:02 11:32:58,Apple,2.2,iPhone SE,2.2000000590909,<p>Cette quête à été trouvée par le groupe <b>23</b>,0
143_8_90.jpg,8,143,90,1,2,Trouvez une galle,1,facile,végétal,Biéreau-Baraque,4.61828888888889,50.6657055555556,2019:04:26 11:12:39,Apple,2.2,iPhone 6,2.2000000590909,<p>Cette quête à été trouvée par le groupe <b>90</b>,1
144_1_1.jpg,1,144,1,-1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.605,50.6786111111111,2019:04:25 12:34:46,samsung,1.9,SM-A320FL,1.89868424190104,<p>Cette quête à été trouvée par le groupe <b>1</b>,2
144_1_10.jpg,1,144,10,-1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.60305555555556,50.6727777777778,2019:04:29 17:13:12,samsung,1.9,SM-A520F,1.89868424190104,<p>Cette quête à été trouvée par le groupe <b>10</b>,2
144_1_105.jpg,1,144,105,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.60138888888889,50.6747222222222,2019:05:03 14:29:20,NA,NA,NA,NA,<p>Cette quête à été trouvée par le groupe <b>105</b>,2
144_1_19.JPG,1,144,19,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.601375,50.6746472222222,2019:04:29 17:12:43,Apple,1.8,iPhone 8,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>19</b>,2
144_1_20.JPG,1,144,20,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.60461388888889,50.6765722222222,2019:05:01 10:20:59,Apple,2.2,iPhone 6s,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>20</b>,2
144_1_22.jpg,1,144,22,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.60149361111111,50.6743747222222,2019:04:29 17:13:27,Sony,2,D6503,NA,<p>Cette quête à été trouvée par le groupe <b>22</b>,2
144_1_23.JPEG,1,144,23,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.60457777777778,50.6766166666667,2019:05:01 10:22:23,Apple,1.8,iPhone 7 Plus,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>23</b>,2
144_1_25.jpg,1,144,25,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.609128,50.6739329722222,2019:05:02 16:55:47,OnePlus,1.7,ONEPLUS A6003,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>25</b>,2
144_1_26.JPG.jpg,1,144,26,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.60374832138889,50.6724090575,2019:04:26 11:01:15,HUAWEI,1.8,SNE-LX1,1.79626474576787,<p>Cette quête à été trouvée par le groupe <b>26</b>,2
144_1_36.jpg,1,144,36,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.59396980555556,50.6757762222222,2019:05:02 12:20:11,Xiaomi,2.2,Redmi 5 Plus,2.1961856275741,<p>Cette quête à été trouvée par le groupe <b>36</b>,1
144_1_37.jpg,1,144,37,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.60148055555556,50.6745527777778,2019:04:29 16:28:35,HMD Global,2.6,Nokia 7 plus,2.59367910930202,<p>Cette quête à été trouvée par le groupe <b>37</b>,2
144_1_47.JPG,1,144,47,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.60139166666667,50.6745944444444,2019:05:01 13:16:23,Apple,2.2,iPhone 6s,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>47</b>,2
144_1_53.jpg,1,144,53,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.60181903833333,50.6734352111111,2019:05:02 11:31:38,HUAWEI,2,HUAWEI VNS-L31,2,<p>Cette quête à été trouvée par le groupe <b>53</b>,2
144_1_61.jpg,1,144,61,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.60141111111111,50.6746361111111,2019:05:01 13:16:05,Apple,1.8,iPhone XR,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>61</b>,2
144_1_63.jpg,1,144,63,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.59714444444444,50.6750444444444,2019:04:25 16:49:03,samsung,1.7,SM-G930F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>63</b>,1
144_1_66.JPG,1,144,66,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.60534166666667,50.6726444444444,2019:04:30 16:23:59,Apple,2.2,iPhone SE,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>66</b>,2
144_1_69.JPG,1,144,69,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.60436666666667,50.6783722222222,2019:05:01 18:08:59,Apple,2.2,iPhone 6,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>69</b>,2
144_1_71.jpg,1,144,71,4,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.6028225,50.6746026944444,2019:05:01 13:45:35,motorola,2,moto e5 plus,2,<p>Cette quête à été trouvée par le groupe <b>71</b>,2
144_1_76.JPG,1,144,76,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.60130555555556,50.6745722222222,2019:05:01 11:42:35,Apple,2.2,iPhone SE,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>76</b>,2
144_1_81.jpg,1,144,81,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.60023888888889,50.6752277777778,2019:04:25 16:49:11,samsung,1.7,SM-G930F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>81</b>,1
144_1_95.JPG,1,144,95,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.602875,50.6746888888889,2019:04:24 09:23:11,Apple,2.2,iPhone 5s,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>95</b>,2
144_1_98.jpg,1,144,98,4,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois de Lauzelle,4.60148661111111,50.6747221388889,2019:04:30 14:05:54,samsung,1.7,SM-A605FN,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>98</b>,2
144_3_38.JPG,3,144,38,4,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Lac,4.58317777777778,50.6589666666667,2019:05:01 17:00:12,Apple,1.8,iPhone 8,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>38</b>,0
144_3_8.jpeg .JPG,3,144,8,-1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Lac,4.60736916666667,50.6667852777778,2019:04:26 11:46:51,Sony,2,E6653,NA,<p>Cette quête à été trouvée par le groupe <b>8 </b>,2
144_4_15.jpg,4,144,15,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bruyères,4.60944722222222,50.6657861111111,2019:05:01 16:27:57,Apple,1.8,iPhone 7,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>15</b>,2
144_4_59.jpg,4,144,59,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bruyères,4.60953055555556,50.6656583333333,2019:04:23 18:55:13,Apple,1.8,iPhone 8,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>59</b>,2
144_5_12.jpg,5,144,12,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois des Rêves,4.59916666666667,50.665,2019:05:02 11:32:37,samsung,1.7,SM-J530F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>12</b>,1
144_5_14.jpg,5,144,14,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois des Rêves,4.58277777777778,50.6588888888889,2019:05:01 17:33:26,samsung,1.7,SM-A530F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>14</b>,0
144_5_46.jpg,5,144,46,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois des Rêves,4.58284187305556,50.6589431761111,2019:05:03 15:58:31,HUAWEI,1.6,BLA-L29,1.5965967727133,<p>Cette quête à été trouvée par le groupe <b>46</b>,0
144_5_52.JPG,5,144,52,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois des Rêves,NA,NA,NA,NA,NA,NA,NA,<p>Cette quête à été trouvée par le groupe <b>52</b>,0
144_5_62.jpg,5,144,62,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois des Rêves,4.58243916666667,50.6586169444444,2019:05:02 14:21:22,Nokia,2.4,Lumia 635,2.39999932487398,<p>Cette quête à été trouvée par le groupe <b>62</b>,0
144_5_65.jpg,5,144,65,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois des Rêves,NA,NA,NA,NA,NA,NA,NA,<p>Cette quête à été trouvée par le groupe <b>65</b>,0
144_5_7.jpeg,5,144,7,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois des Rêves,4.58248888888889,50.6591444444444,2019:05:01 11:34:25,Apple,2.2,iPhone 6,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>7</b>,0
144_5_89.JPG,5,144,89,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Bois des Rêves,4.58315833333333,50.6593055555556,2019:05:01 17:33:23,Apple,2.2,iPhone 6,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>89</b>,0
144_8_68.JPG,8,144,68,1,2,Trouvez un tronc avec une loupe,2,moyen,végétal,Biéreau-Baraque,4.61883333333333,50.6658972222222,2019:05:01 15:37:16,Apple,1.8,iPhone 7,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>68</b>,1
145_1_103.jpg,1,145,103,1,2,Trouvez une écorce blanche,1,facile,végétal,Bois de Lauzelle,NA,NA,NA,NA,NA,NA,NA,<p>Cette quête à été trouvée par le groupe <b>103</b>,0
145_1_92.jpg,1,145,92,1,2,Trouvez une écorce blanche,1,facile,végétal,Bois de Lauzelle,4.60222222222222,50.6747222222222,2019:05:03 13:37:04,samsung,1.7,SM-G950F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>92</b>,2
145_2_36.jpg,2,145,36,1,2,Trouvez une écorce blanche,1,facile,végétal,Hocaille,4.60625058333333,50.6698541944444,2019:04:30 13:31:55,Xiaomi,2.2,Redmi 5 Plus,2.1961856275741,<p>Cette quête à été trouvée par le groupe <b>36</b>,2
145_2_7.jpeg,2,145,7,1,2,Trouvez une écorce blanche,1,facile,végétal,Hocaille,4.60175,50.669,2019:05:02 13:10:43,Apple,2.2,iPhone 6,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>7</b>,2
145_3_102.JPG,3,145,102,1,2,Trouvez une écorce blanche,1,facile,végétal,Lac,4.60370833333333,50.66665,2019:04:24 14:21:02,Apple,2.2,iPhone 6,2.2000000590909,<p>Cette quête à été trouvée par le groupe <b>102</b>,2
145_3_19.JPG,3,145,19,1,2,Trouvez une écorce blanche,1,facile,végétal,Lac,4.60896944444444,50.6669166666667,2019:05:01 16:30:47,Apple,2.4,iPod touch,2.40000000027649,<p>Cette quête à été trouvée par le groupe <b>19</b>,2
145_3_43.jpg,3,145,43,1,2,Trouvez une écorce blanche,1,facile,végétal,Lac,4.60542154305556,50.6672554013889,2019:04:25 11:11:03,HUAWEI,2.2,WAS-LX1A,2.1961856275741,<p>Cette quête à été trouvée par le groupe <b>43</b>,2
145_3_9.jpg,3,145,9,-1,2,Trouvez une écorce blanche,1,facile,végétal,Lac,4.60418694444444,50.6639263888889,2019:04:25 18:16:56,Nokia,2.4,Lumia 520,2.39999932487398,<p>Cette quête à été trouvée par le groupe <b>9</b>,2
145_3_96.jpg,3,145,96,1,2,Trouvez une écorce blanche,1,facile,végétal,Lac,4.60517024972222,50.6673851011111,2019:04:25 11:12:24,HUAWEI,2.2,ANE-LX1,2.1961856275741,<p>Cette quête à été trouvée par le groupe <b>96</b>,2
145_3_99.jpg,3,145,99,1,2,Trouvez une écorce blanche,1,facile,végétal,Lac,4.60402222222222,50.6658083333333,2019:05:01 10:22:37,Apple,1.8,iPhone 8,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>99</b>,2
145_4_3.jpg,4,145,3,1,2,Trouvez une écorce blanche,1,facile,végétal,Bruyères,4.61027777777778,50.6666666666667,2019:05:02 13:27:18,samsung,1.9,SM-A320FL,1.89868424190104,<p>Cette quête à été trouvée par le groupe <b>3</b>,2
145_5_70.JPG,5,145,70,1,2,Trouvez une écorce blanche,1,facile,végétal,Bois des Rêves,4.58004444444444,50.6594805555556,2019:04:26 12:50:05,Apple,2.2,iPhone 6s,2.2000000590909,<p>Cette quête à été trouvée par le groupe <b>70</b>,0
145_6_25.jpg,6,145,25,1,2,Trouvez une écorce blanche,1,facile,végétal,Lauzelle-Centre,4.61486197222222,50.670647,2019:04:29 15:15:00,OnePlus,1.7,ONEPLUS A6003,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>25</b>,2
145_6_32.JPG,6,145,32,1,2,Trouvez une écorce blanche,1,facile,végétal,Lauzelle-Centre,4.61053888888889,50.6735194444444,2019:05:02 13:27:28,Apple,2.2,iPhone 6s,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>32</b>,2
145_6_47.JPG,6,145,47,1,2,Trouvez une écorce blanche,1,facile,végétal,Lauzelle-Centre,4.61411666666667,50.6720555555556,2019:04:25 11:48:21,Apple,1.8,iPhone XR,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>47</b>,2
145_8_64.jpg,8,145,64,1,2,Trouvez une écorce blanche,1,facile,végétal,Biéreau-Baraque,4.61929180555556,50.6691245833333,2019:04:24 10:07:39,motorola,2.2,Moto C Plus,NA,<p>Cette quête à été trouvée par le groupe <b>64</b>,1
145_8_75.JPG,8,145,75,1,2,Trouvez une écorce blanche,1,facile,végétal,Biéreau-Baraque,4.61942222222222,50.6690361111111,2019:04:25 17:58:18,Apple,2.2,iPhone SE,2.2000000590909,<p>Cette quête à été trouvée par le groupe <b>75</b>,1
146_2_100.jpg,2,146,100,1,2,Trouvez une écorce qui se désquame,1,facile,végétal,Hocaille,4.60611111111111,50.6686111111111,2019:05:02 13:20:30,samsung,1.9,SM-A510F,1.89868424190104,<p>Cette quête à été trouvée par le groupe <b>100</b>,2
146_2_105.jpg,2,146,105,1,2,Trouvez une écorce qui se désquame,1,facile,végétal,Hocaille,4.60388888888889,50.6705555555556,2019:04:26 09:26:13,NA,NA,NA,NA,<p>Cette quête à été trouvée par le groupe <b>105</b>,2
146_2_51.JPG,2,146,51,1,2,Trouvez une écorce qui se désquame,1,facile,végétal,Hocaille,4.61019722222222,50.6713166666667,2019:05:02 14:09:36,Apple,2.2,iPhone 6s,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>51</b>,2
146_2_58.jpg,2,146,58,1,2,Trouvez une écorce qui se désquame,1,facile,végétal,Hocaille,4.60361111111111,50.6705555555556,2019:04:25 16:06:58,samsung,1.7,SM-G950F,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>58</b>,2
146_2_7.jpeg,2,146,7,1,2,Trouvez une écorce qui se désquame,1,facile,végétal,Hocaille,4.60690277777778,50.6705138888889,2019:05:02 13:03:14,Apple,2.2,iPhone 6,2.20000000038133,<p>Cette quête à été trouvée par le groupe <b>7</b>,2
146_2_79.JPG,2,146,79,1,2,Trouvez une écorce qui se désquame,1,facile,végétal,Hocaille,4.60586111111111,50.6688916666667,2019:05:02 13:22:14,Apple,1.8,iPhone 7,1.79999999993144,<p>Cette quête à été trouvée par le groupe <b>79</b>,2
146_4_3.jpg,4,146,3,1,2,Trouvez une écorce qui se désquame,1,facile,végétal,Bruyères,4.61027777777778,50.6666666666667,2019:05:02 13:27:18,samsung,1.9,SM-A320FL,1.89868424190104,<p>Cette quête à été trouvée par le groupe <b>3</b>,2
146_6_60.jpg,6,146,60,1,2,Trouvez une écorce qui se désquame,1,facile,végétal,Lauzelle-Centre,4.61221977777778,50.669621,2019:04:26 17:05:05,OnePlus,1.7,ONEPLUS A5010,1.6993699982773,<p>Cette quête à été trouvée par le groupe <b>60</b>,2
146_6_64.jpg,6,146,64,1,2,Trouvez une écorce qui se désquame,1,facile,végétal,Lauzelle-Centre,4.61706402777778,50.6723175,2019:04:24 09:29:11,motorola,2.2,Moto C Plus,NA,<p>Cette quête à été trouvée par le groupe <b>64</b>,2
146_7_40.jpg,7,146,40,1,2,Trouvez une écorce qui se désquame,1,facile,végétal,Vieusart,NA,NA,NA,NA,NA,NA,NA,<p>Cette quête à été trouvée par le groupe <b>40</b>,0
146_7_49.jpg,7,146,49,1,2,Trouvez une écorce qui se désquame,1,facile,végétal,Vieusart,4.64936828611111,50.6806144713889,2019:05:02 18:03:07,HUAWEI,2,HUAWEI VNS-L31,2,<p>Cette quête à été trouvée par le groupe <b>49</b>,0
146_8_52.jpg,8,146,52,1,2,Trouvez une écorce qui se désquame,1,facile,végétal,Biéreau-Baraque,4.61856666666667,50.6683888888889,2019:05:03 12:41:26,Apple,2.2,iPhone 6s,2.2000000590909,<p>Cette quête à été trouvée par le groupe <b>52</b>,1
